Gene stable ID	Chromosome/scaffold name	Gene start (bp)
ENSG00000277650	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54830903
ENSG00000260889	16	46842632
ENSG00000226903	13	111865136
ENSG00000274193	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54789815
ENSG00000145348	4	106041599
ENSG00000254034	8	28798142
ENSG00000257043	11	18665050
ENSG00000104299	8	28767661
ENSG00000256378	12	27935523
ENSG00000143401	1	150218417
ENSG00000218574	6	5609227
ENSG00000216360	6	5817421
ENSG00000217239	6	5788346
ENSG00000220446	6	5291030
ENSG00000145982	6	5261044
ENSG00000174282	17	7459366
ENSG00000168615	8	38996869
ENSG00000105928	7	24698355
ENSG00000152240	18	46104378
ENSG00000261092	16	50390916
ENSG00000260573	16	50407184
ENSG00000285812	1	1097585
ENSG00000229102	3	179101366
ENSG00000277751	CHR_HSCHR19LRC_PGF1_CTG3_1	54274438
ENSG00000168092	11	117144284
ENSG00000259224	17	7481332
ENSG00000263343	16	31165648
ENSG00000262366	16	31174573
ENSG00000241669	3	167392796
ENSG00000144233	2	127861630
ENSG00000149547	11	125569280
ENSG00000273059	1	148011799
ENSG00000274372	1	148013203
ENSG00000188439	11	55683239
ENSG00000215859	1	147993862
ENSG00000254804	11	55684141
ENSG00000229197	10	69300432
ENSG00000279554	16	24208105
ENSG00000272667	2	127886556
ENSG00000100410	22	41459717
ENSG00000225822	3	196431385
ENSG00000286873	2	127888829
ENSG00000173357	Y	8906224
ENSG00000204399	2	127931327
ENSG00000226345	3	196423322
ENSG00000272678	3	123283593
ENSG00000229828	1	148080598
ENSG00000163960	3	196347662
ENSG00000214285	10	127549309
ENSG00000164010	1	42817122
ENSG00000279725	10	127734562
ENSG00000273731	Y	8931069
ENSG00000230025	Y	8971751
ENSG00000231988	Y	9030594
ENSG00000172927	11	69294151
ENSG00000270174	6	5664985
ENSG00000269985	6	5451683
ENSG00000233424	9	42707800
ENSG00000227356	10	97828478
ENSG00000287276	9	42725013
ENSG00000205534	16	29527568
ENSG00000204818	9	42795392
ENSG00000253663	8	103016744
ENSG00000279583	16	29595130
ENSG00000243256	18	61404858
ENSG00000233730	1	115099672
ENSG00000101542	18	61333430
ENSG00000150753	5	10249929
ENSG00000182968	13	112067149
ENSG00000137513	11	78435968
ENSG00000224243	13	112056845
ENSG00000095713	10	97865000
ENSG00000151962	4	154781213
ENSG00000260385	13	112083549
ENSG00000229520	13	112106095
ENSG00000273517	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54847867
ENSG00000260727	16	29613104
ENSG00000134259	1	115285917
ENSG00000259074	14	20149232
ENSG00000213275	11	69303412
ENSG00000214074	3	1730070
ENSG00000186766	10	127737185
ENSG00000259095	14	20173632
ENSG00000152234	18	46080248
ENSG00000228035	1	115283034
ENSG00000278909	16	50555355
ENSG00000258468	14	20179189
ENSG00000260029	16	50551824
ENSG00000285698	1	115270767
ENSG00000284742	14	20183925
ENSG00000287103	1	115356664
ENSG00000214073	3	1905651
ENSG00000270778	10	127867881
ENSG00000205414	16	50606076
ENSG00000260133	16	29618785
ENSG00000180745	10	127877841
ENSG00000260514	16	29624517
ENSG00000140807	16	50548396
ENSG00000279649	16	68290087
ENSG00000103061	16	68284503
ENSG00000125538	2	112829751
ENSG00000275867	CHR_HSCHR17_1_CTG5	45871009
ENSG00000277190	CHR_HSCHR19_4_CTG3_1	54225142
ENSG00000260877	11	69371463
ENSG00000274345	CHR_HSCHR19_4_CTG3_1	54229658
ENSG00000274587	CHR_HSCHR19_4_CTG3_1	54217271
ENSG00000230847	5	71074225
ENSG00000259854	11	69414307
ENSG00000251634	5	71102898
ENSG00000253900	5	71132993
ENSG00000255980	11	69425690
ENSG00000215630	5	71197646
ENSG00000255606	11	69438365
ENSG00000235558	5	71220356
ENSG00000211891	14	105597691
ENSG00000225240	3	196452996
ENSG00000253985	5	71372676
ENSG00000169040	5	71375786
ENSG00000249692	4	154770568
ENSG00000249041	4	154754756
ENSG00000196453	7	149431363
ENSG00000227312	1	24563627
ENSG00000184454	1	24556087
ENSG00000164109	4	120055623
ENSG00000249981	5	71445616
ENSG00000250387	5	71337182
ENSG00000070159	9	109375466
ENSG00000177868	1	42807052
ENSG00000280618	CHR_HSCHR15_1_CTG3	22903706
ENSG00000267316	18	61571342
ENSG00000287904	13	31838752
ENSG00000238015	1	78666272
ENSG00000224330	7	13854355
ENSG00000267038	18	61681653
ENSG00000260440	18	61748082
ENSG00000213875	7	13871856
ENSG00000164008	1	42767249
ENSG00000267175	18	61592375
ENSG00000225228	CHR_HSCHR6_MHC_APD_CTG1	31595673
ENSG00000162337	11	68312591
ENSG00000267279	18	61585746
ENSG00000156983	3	9731729
ENSG00000258711	14	50956259
ENSG00000235238	6	29636060
ENSG00000260828	16	57603137
ENSG00000228452	1	42775813
ENSG00000176641	18	61808067
ENSG00000283580	1	42767292
ENSG00000233220	11	130002938
ENSG00000250422	5	45557919
ENSG00000250017	5	45574590
ENSG00000164588	5	45254948
ENSG00000260249	16	50664903
ENSG00000274386	1	42785007
ENSG00000170325	11	129899706
ENSG00000279962	18	13710249
ENSG00000167208	16	50666300
ENSG00000101654	18	13726660
ENSG00000204564	6	30647039
ENSG00000228192	1	42832522
ENSG00000259055	14	51088957
ENSG00000128596	7	128790757
ENSG00000254420	11	78324758
ENSG00000288538	11	78223815
ENSG00000251323	11	78423982
ENSG00000287990	14	51022967
ENSG00000100505	14	50975262
ENSG00000255084	11	78533176
ENSG00000288393	11	78384059
ENSG00000254649	11	78388061
ENSG00000280735	CHR_HSCHR17_1_CTG5	46062345
ENSG00000033327	11	78215293
ENSG00000254457	11	55714799
ENSG00000281569	CHR_HSCHR17_1_CTG5	45899740
ENSG00000155265	10	97849843
ENSG00000186886	11	55723776
ENSG00000181837	11	55754977
ENSG00000236487	X	24681909
ENSG00000279761	11	55773438
ENSG00000255019	11	55786964
ENSG00000196832	14	20190894
ENSG00000243810	20	20258407
ENSG00000178217	10	80537902
ENSG00000225044	3	1962381
ENSG00000103485	16	29663279
ENSG00000258625	14	20204606
ENSG00000101343	20	20034368
ENSG00000176219	14	20223710
ENSG00000234584	2	157725708
ENSG00000250122	5	45890216
ENSG00000254236	8	103020187
ENSG00000243780	15	59525422
ENSG00000240238	15	59552615
ENSG00000155097	8	103021063
ENSG00000276146	CHR_HSCHR19LRC_COX1_CTG3_1	54274195
ENSG00000228108	2	54516048
ENSG00000285758	8	79891553
ENSG00000234943	2	54545368
ENSG00000272264	8	80032724
ENSG00000276418	8	79918860
ENSG00000272518	8	79956465
ENSG00000224817	10	101701994
ENSG00000286489	10	101694401
ENSG00000075073	10	69403903
ENSG00000107829	10	101610664
ENSG00000235400	1	78749073
ENSG00000181220	7	149472696
ENSG00000007237	17	9910609
ENSG00000259238	15	59688517
ENSG00000287552	4	94315486
ENSG00000140297	15	59594875
ENSG00000163106	4	94298535
ENSG00000197471	16	29662979
ENSG00000258867	14	88024519
ENSG00000124493	6	34018643
ENSG00000226973	1	115471941
ENSG00000260102	13	112197350
ENSG00000260343	13	112313467
ENSG00000274468	1	115479428
ENSG00000186113	11	55795556
ENSG00000223626	13	112322567
ENSG00000229101	1	115556826
ENSG00000261725	16	46850999
ENSG00000279395	11	55811367
ENSG00000232185	1	115564601
ENSG00000230803	2	132285795
ENSG00000270631	1	115577229
ENSG00000138639	4	85475150
ENSG00000280228	2	112840328
ENSG00000186119	11	55819607
ENSG00000180152	2	112853328
ENSG00000018607	2	132309309
ENSG00000204560	6	30653119
ENSG00000272769	2	132345616
ENSG00000153498	13	112376355
ENSG00000205030	11	55827219
ENSG00000285710	16	70349085
ENSG00000140307	15	59638062
ENSG00000286833	2	132347473
ENSG00000235173	8	144137774
ENSG00000168872	16	70346861
ENSG00000230992	2	132352722
ENSG00000205029	11	55838752
ENSG00000231082	10	80649797
ENSG00000250337	5	27217714
ENSG00000093217	3	38346760
ENSG00000241103	4	94369833
ENSG00000186124	11	55850347
ENSG00000139746	13	79311824
ENSG00000286937	8	113438334
ENSG00000253207	8	113600310
ENSG00000242958	8	28810103
ENSG00000115216	2	27427790
ENSG00000237961	4	49238032
ENSG00000256041	11	63032503
ENSG00000224537	9	42817105
ENSG00000224876	20	33214920
ENSG00000253547	11	63046785
ENSG00000278270	CHR_HSCHR19_4_CTG3_1	54201357
ENSG00000183741	22	38861422
ENSG00000254339	8	114282067
ENSG00000227473	8	144141214
ENSG00000147443	8	21908873
ENSG00000253499	8	114318400
ENSG00000273900	9	42921443
ENSG00000236816	9	42830337
ENSG00000253756	8	114791653
ENSG00000173226	3	121769761
ENSG00000275144	9	42923277
ENSG00000157103	3	10992186
ENSG00000230635	9	42950566
ENSG00000286793	9	42834116
ENSG00000185905	16	29742463
ENSG00000283145	22	21228760
ENSG00000226885	22	21268161
ENSG00000260719	16	29745247
ENSG00000229266	22	21282881
ENSG00000169662	22	21290760
ENSG00000196600	11	63163776
ENSG00000248490	5	27406530
ENSG00000268736	4	49246021
ENSG00000248946	4	49246601
ENSG00000173218	1	115641970
ENSG00000234756	10	62289521
ENSG00000183840	2	132416805
ENSG00000285837	10	62374192
ENSG00000176422	12	56468578
ENSG00000150551	2	132643286
ENSG00000285551	10	62520448
ENSG00000176014	18	12307669
ENSG00000135517	12	56449502
ENSG00000230065	2	132660526
ENSG00000273038	10	32887255
ENSG00000232349	2	132488554
ENSG00000170209	11	113387779
ENSG00000131059	20	33217310
ENSG00000227161	15	59644298
ENSG00000285528	12	56449700
ENSG00000259657	15	59676757
ENSG00000140299	15	59659146
ENSG00000135423	12	56470944
ENSG00000261347	11	69467598
ENSG00000255774	11	69475567
ENSG00000285094	11	69481662
ENSG00000211892	14	105620506
ENSG00000260289	16	7878799
ENSG00000260003	16	8276263
ENSG00000138311	10	62374192
ENSG00000261319	16	8298492
ENSG00000260058	16	8309962
ENSG00000206527	3	123490820
ENSG00000276110	1	150255095
ENSG00000197658	11	63079940
ENSG00000118298	1	150257251
ENSG00000211893	14	105639559
ENSG00000163629	4	86594315
ENSG00000271980	5	10264597
ENSG00000258806	14	20229402
ENSG00000256863	11	63237957
ENSG00000239924	11	63115880
ENSG00000256181	11	63265836
ENSG00000256847	11	63243085
ENSG00000259819	16	8369864
ENSG00000260379	16	8508069
ENSG00000288011	10	62339553
ENSG00000261066	16	8526549
ENSG00000184999	11	63137867
ENSG00000248583	4	49486926
ENSG00000176198	14	20239286
ENSG00000132821	20	37903111
ENSG00000165724	9	137582081
ENSG00000253364	14	105647924
ENSG00000110092	11	69641156
ENSG00000278152	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54738439
ENSG00000251056	4	49502145
ENSG00000230835	11	64881535
ENSG00000114204	3	167441789
ENSG00000250769	4	49507764
ENSG00000157765	4	25648011
ENSG00000248532	4	49523648
ENSG00000110047	11	64851642
ENSG00000288106	22	38886837
ENSG00000269848	4	49524030
ENSG00000268967	4	49548564
ENSG00000235209	22	38921227
ENSG00000060642	1	26787054
ENSG00000258826	14	88018181
ENSG00000268391	4	49548918
ENSG00000232471	4	49550032
ENSG00000227354	13	79406293
ENSG00000251630	4	49561285
ENSG00000251539	4	49561479
ENSG00000250753	4	49579833
ENSG00000196666	11	47586693
ENSG00000225417	20	20214299
ENSG00000106031	7	27193503
ENSG00000232235	Y	9166085
ENSG00000249310	22	38991559
ENSG00000224408	Y	9183694
ENSG00000260264	16	24236104
ENSG00000138326	10	78033760
ENSG00000179750	22	38982347
ENSG00000238154	Y	9189629
ENSG00000160654	11	118344344
ENSG00000232924	Y	9230915
ENSG00000243766	7	27198575
ENSG00000006116	16	24256335
ENSG00000233064	6	5851506
ENSG00000174992	16	29778256
ENSG00000170801	4	8269754
ENSG00000240527	10	95833508
ENSG00000138185	10	95711779
ENSG00000177150	18	13663347
ENSG00000107831	10	101770130
ENSG00000149716	11	69653076
ENSG00000225404	13	24704338
ENSG00000075673	13	24680411
ENSG00000215057	6	5972412
ENSG00000260537	16	70299194
ENSG00000197038	Y	9311130
ENSG00000259039	14	57578409
ENSG00000275310	Y	9325799
ENSG00000232808	Y	9329880
ENSG00000125571	2	112912971
ENSG00000258856	14	57629841
ENSG00000260072	16	24472798
ENSG00000151812	14	57563920
ENSG00000110801	12	121888732
ENSG00000261777	16	70315442
ENSG00000233803	Y	9337464
ENSG00000151067	12	1970786
ENSG00000264300	17	32003110
ENSG00000170935	X	107774899
ENSG00000233616	9	122400970
ENSG00000287919	1	95282233
ENSG00000228504	1	95310928
ENSG00000157514	X	107713221
ENSG00000128383	22	38952741
ENSG00000250938	4	120066958
ENSG00000239590	9	122519141
ENSG00000235262	X	53212408
ENSG00000280097	12	124593181
ENSG00000278973	12	124622290
ENSG00000171505	9	122526358
ENSG00000280444	12	124623391
ENSG00000126012	X	53191321
ENSG00000237921	7	19813685
ENSG00000279087	12	124637999
ENSG00000286998	11	18761664
ENSG00000234156	9	122403407
ENSG00000279931	12	124725524
ENSG00000179057	11	18704305
ENSG00000286453	3	182049058
ENSG00000240478	3	182121884
ENSG00000287605	3	182149430
ENSG00000165202	9	122614738
ENSG00000250455	5	37377049
ENSG00000250219	4	120091046
ENSG00000242012	3	182365147
ENSG00000225665	4	120342056
ENSG00000228914	9	122607864
ENSG00000280094	9	122628579
ENSG00000174776	3	167478684
ENSG00000241098	3	182446970
ENSG00000253755	14	105664633
ENSG00000213140	14	105672308
ENSG00000197233	9	122510802
ENSG00000244199	3	182460417
ENSG00000211895	14	105703995
ENSG00000167711	17	1742836
ENSG00000244247	3	182498187
ENSG00000136834	9	122476958
ENSG00000228766	3	182610674
ENSG00000171501	9	122553112
ENSG00000273661	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54754679
ENSG00000287941	3	182588093
ENSG00000286323	7	27210801
ENSG00000238837	3	182644214
ENSG00000253308	7	27239243
ENSG00000243378	3	182691928
ENSG00000171496	9	122567117
ENSG00000260377	3	182739669
ENSG00000240063	3	182783236
ENSG00000249409	4	120639090
ENSG00000276433	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54724498
ENSG00000253405	7	27241429
ENSG00000260937	15	55056723
ENSG00000230434	1	95351251
ENSG00000249337	4	49588772
ENSG00000253692	14	105721794
ENSG00000106038	7	27242700
ENSG00000244461	3	78038705
ENSG00000237954	1	95356229
ENSG00000279145	15	55171378
ENSG00000101407	20	37983007
ENSG00000185149	4	155208636
ENSG00000233353	10	80716483
ENSG00000233907	1	95474737
ENSG00000169704	3	129060767
ENSG00000233703	10	80749632
ENSG00000211896	14	105736343
ENSG00000255499	11	55865709
ENSG00000255204	11	55863932
ENSG00000273529	CHR_HSCHR1_1_CTG3	2528745
ENSG00000254547	11	55867569
ENSG00000231060	10	80776165
ENSG00000249924	4	155286162
ENSG00000233994	1	72274552
ENSG00000250910	4	155173716
ENSG00000231985	1	71570956
ENSG00000227209	10	80940665
ENSG00000228853	1	71794232
ENSG00000280986	CHR_HSCHR22_1_CTG6	23433564
ENSG00000274492	14	88819608
ENSG00000226324	1	71367054
ENSG00000226466	10	81136540
ENSG00000253266	8	141055290
ENSG00000172260	1	71395943
ENSG00000232734	10	69432972
ENSG00000281734	CHR_HSCHR1_1_CTG3	2546465
ENSG00000287358	10	81870778
ENSG00000232258	16	8537605
ENSG00000281374	CHR_HSCHR22_1_CTG6	23446598
ENSG00000124900	11	55883297
ENSG00000240573	3	78087404
ENSG00000158023	12	121918592
ENSG00000173404	20	20368104
ENSG00000271252	1	95743096
ENSG00000228971	1	95510059
ENSG00000240241	3	78266940
ENSG00000119979	10	119104086
ENSG00000229719	11	64889560
ENSG00000261796	3	129087575
ENSG00000110786	11	18727928
ENSG00000211897	14	105764503
ENSG00000134940	11	125671522
ENSG00000257609	12	81868368
ENSG00000111319	12	6346843
ENSG00000164114	4	155342658
ENSG00000279811	18	77002849
ENSG00000117983	11	1223066
ENSG00000278330	18	77112602
ENSG00000100413	22	41525799
ENSG00000173679	9	122661566
ENSG00000279433	18	77108284
ENSG00000271618	1	71738173
ENSG00000277267	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54707916
ENSG00000171481	9	122675036
ENSG00000229956	1	71081324
ENSG00000239226	3	78525101
ENSG00000233926	9	81689713
ENSG00000274271	CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1	54700593
ENSG00000197971	18	76978827
ENSG00000215441	9	27608382
ENSG00000227805	10	95999778
ENSG00000107443	10	96043394
ENSG00000167779	12	53097436
ENSG00000275262	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54850443
ENSG00000135677	12	64713445
ENSG00000240682	3	129127415
ENSG00000281197	CHR_HSCHR1_1_CTG3	2549920
ENSG00000164329	5	79612120
ENSG00000239523	3	123585300
ENSG00000141385	18	12328944
ENSG00000187790	14	45135930
ENSG00000273936	CHR_HSCHR1_1_CTG3	2555639
ENSG00000106571	7	41960949
ENSG00000273123	3	123715851
ENSG00000065534	3	123610049
ENSG00000233998	9	137640986
ENSG00000181090	9	137618992
ENSG00000102471	13	79481124
ENSG00000226688	10	95732976
ENSG00000240175	3	65893816
ENSG00000244226	3	65687301
ENSG00000184634	X	71118556
ENSG00000261511	7	99820018
ENSG00000151276	3	65353525
ENSG00000260390	9	27829276
ENSG00000227806	11	55903341
ENSG00000260412	9	27937617
ENSG00000176095	3	49724294
ENSG00000256950	12	121888809
ENSG00000255177	11	1242261
ENSG00000187612	11	55913650
ENSG00000286426	18	27785821
ENSG00000167825	11	55935456
ENSG00000112763	6	26457904
ENSG00000224955	9	28598668
ENSG00000287551	9	28539735
ENSG00000174482	9	27948078
ENSG00000249752	4	149027445
ENSG00000250252	4	149147793
ENSG00000282015	CHR_HSCHR17_7_CTG4	37458806
ENSG00000277104	CHR_HSCHR17_7_CTG4	37411498
ENSG00000173020	11	67266473
ENSG00000229060	9	28148211
ENSG00000255416	11	55948120
ENSG00000254807	11	55957216
ENSG00000239576	3	49758483
ENSG00000274657	CHR_HSCHR22_1_CTG6	23462086
ENSG00000244730	3	49775285
ENSG00000100412	22	41469117
ENSG00000168283	10	22321099
ENSG00000172247	11	47589667
ENSG00000213721	7	42113365
ENSG00000242640	4	25678850
ENSG00000249277	4	25686202
ENSG00000238284	7	42661716
ENSG00000225738	10	82228985
ENSG00000229161	7	42794906
ENSG00000137857	15	45129933
ENSG00000250050	4	25718082
ENSG00000231539	7	42829672
ENSG00000281077	CHR_HSCHR22_1_CTG6	23536736
ENSG00000261019	7	42901272
ENSG00000248133	4	25719755
ENSG00000187862	1	156579727
ENSG00000251353	4	25720099
ENSG00000248654	4	25720516
ENSG00000285739	10	82207620
ENSG00000088035	1	63367575
ENSG00000185737	10	81875194
ENSG00000275276	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54769704
ENSG00000232132	13	79477364
ENSG00000106588	7	42916861
ENSG00000138642	4	88378739
ENSG00000225560	Y	9347511
ENSG00000235045	1	109651370
ENSG00000273174	3	129123439
ENSG00000273013	3	196474801
ENSG00000163961	3	196468783
ENSG00000172780	3	129087569
ENSG00000110880	12	108645109
ENSG00000124785	6	5997999
ENSG00000279491	11	61967794
ENSG00000244176	11	62011751
ENSG00000250538	4	155206529
ENSG00000254424	11	62072882
ENSG00000255553	11	62049863
ENSG00000270099	10	95860548
ENSG00000285656	11	62116470
ENSG00000250205	4	155381042
ENSG00000229079	9	42959280
ENSG00000213816	9	42972386
ENSG00000133624	7	149547154
ENSG00000188649	10	95907603
ENSG00000276128	9	42974855
ENSG00000270799	2	174171891
ENSG00000138430	2	174072447
ENSG00000253795	8	103085651
ENSG00000273518	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1	54816451
ENSG00000135148	12	112125538
ENSG00000286506	9	43126164
ENSG00000277737	9	43109866
ENSG00000111321	12	6375045
ENSG00000253556	8	103088796
ENSG00000287800	9	43244305
ENSG00000253977	8	103091263
ENSG00000286916	9	43244631
ENSG00000277598	9	60546920
ENSG00000261821	15	74365435
ENSG00000260266	15	74350768
ENSG00000140459	15	74337759
ENSG00000254966	11	18706537
ENSG00000124356	2	73828916
ENSG00000151117	11	18693122
ENSG00000149295	11	113409605
ENSG00000164930	8	103298433
ENSG00000229458	10	82224213
ENSG00000174970	11	55965755
ENSG00000287810	1	26817300
ENSG00000214880	11	55979398
ENSG00000149133	11	55993681
ENSG00000256646	7	42909273
ENSG00000087494	12	27958084
ENSG00000287038	9	29214322
ENSG00000182365	11	56015017
ENSG00000163357	1	155033824
ENSG00000230276	9	29254075
ENSG00000277646	9	29317833
ENSG00000181785	11	56027654
ENSG00000229834	9	29636486
ENSG00000184741	11	56049785
ENSG00000234983	7	42918741
ENSG00000275835	15	22983192
ENSG00000230097	9	29824742
ENSG00000136197	7	42908726
ENSG00000181780	11	56071111
ENSG00000232060	9	30558880
ENSG00000280683	9	30388935
ENSG00000225538	11	56082801
ENSG00000239792	9	30670964
ENSG00000172154	11	56093277
ENSG00000215210	9	30689105
ENSG00000254524	11	56097244
ENSG00000234931	10	83311628
ENSG00000235626	9	30773464
ENSG00000226783	9	122685933
ENSG00000233945	10	83672406
ENSG00000136939	9	122723990
ENSG00000181767	11	56103687
ENSG00000182583	X	7842262
ENSG00000171459	9	122742303
ENSG00000226246	9	30799471
ENSG00000286876	10	83708841
ENSG00000223565	10	83735506
ENSG00000233258	10	83911654
ENSG00000233278	9	30831878
ENSG00000198183	20	33235995
ENSG00000255140	11	56116639
ENSG00000248210	4	149154279
ENSG00000110079	11	60185702
ENSG00000167780	12	53103486
ENSG00000234828	4	149351903
ENSG00000274923	X	7896514
ENSG00000168542	2	188974373
ENSG00000273607	CHR_HSCHR22_1_CTG7	23765834
ENSG00000286337	8	103319392
ENSG00000247081	8	103153394
ENSG00000257042	12	27958517
ENSG00000259969	14	57993545
ENSG00000078124	11	76860867
ENSG00000250905	4	149666057
ENSG00000287565	4	149377257
ENSG00000251482	4	149789952
ENSG00000133226	1	24631716
ENSG00000203900	20	63359988
ENSG00000275365	CHR_HSCHR22_1_CTG7	23768226
ENSG00000166206	15	26543546
ENSG00000101204	20	63343223
ENSG00000164929	8	103140713
ENSG00000169919	7	65960684
ENSG00000270371	14	105785505
ENSG00000269897	10	22316388
ENSG00000227368	2	112932625
ENSG00000211898	14	105836765
ENSG00000150967	12	122920951
ENSG00000118729	1	115700007
ENSG00000240632	9	81913437
ENSG00000253851	8	103228425
ENSG00000236939	8	103132963
ENSG00000231521	9	97634515
ENSG00000250929	8	103121032
ENSG00000100567	14	58244843
ENSG00000136937	9	97633668
ENSG00000215467	20	43652523
